author_id,name,orcid
auth_c3a3bc02,Catherine Robinson,0000-0000-3073-8253
auth_5f50a176,Mark Pugh,0000-0006-5788-4810
auth_b6e381b6,Greg Ferguson,0000-0009-8753-0763
auth_77624cb7,Calvin Wiggins,0000-0002-3549-4420
auth_6b875039,Jessica Mooney,0000-0006-3831-2463
auth_116a6d6e,Kendra Goodwin,0000-0009-4896-2856
auth_ef52ccc3,Richard Flowers,0000-0006-8134-7541
auth_e0ca8ebc,Anthony Brown,0000-0003-5630-9191
auth_60dadeb4,Bryan Duke,0000-0003-1099-4790
auth_d551a6f7,Gabriel Moore Jr.,0000-0008-4530-7895
auth_766b7e37,Victoria Carter,0000-0002-1357-8033
auth_009627fa,Anita Schwartz,0000-0005-6645-4766
auth_7187f99e,Raymond Mcintyre,0000-0001-1683-4248
auth_3a30cbcb,Timothy Padilla,0000-0008-4629-4058
auth_a31ea01c,William Owens,0000-0002-3489-5380
auth_87dfc202,Shelby Jones,0000-0003-4937-3444
auth_513d8742,Nicholas Sullivan,0000-0003-6091-6505
auth_495bc71a,Lori Miller,0000-0000-1781-9973
auth_c937b8dd,Henry Steele,0000-0000-5586-5608
auth_96f7a656,Katherine Mack,0000-0002-4066-5781
auth_9178001e,Morgan Kemp,0000-0009-7491-4529
auth_ba4e54e0,Dawn Howard,0000-0007-1322-1351
auth_6c08ce38,Christopher Craig,0000-0006-7132-7752
auth_7db5a5b1,Cheyenne Scott,0000-0002-9535-5089
auth_650a3043,Jennifer Roach,0000-0007-5575-3304
auth_e7c7d540,Edwin Stewart,0000-0009-6445-7152
auth_0ec51fb2,Paula Thompson,0000-0003-1450-3411
auth_611fdcd9,Miss Jennifer Wagner,0000-0006-3170-7842
auth_4a5ba574,Connor White,0000-0008-1577-4266
auth_6f87d1ef,Robert Howell,0000-0001-2046-8520
auth_c49afa29,Carol Pham,0000-0004-2369-2496
auth_28a88276,Sarah Morton,0000-0006-9014-5352
auth_03e55ba3,Jonathan Solomon,0000-0007-2025-6427
auth_36c2862e,Deborah Graham,0000-0007-1455-0366
auth_61d19edf,Christopher Johnson,0000-0002-0963-9101
auth_05fa13b3,Michael Lowe,0000-0008-4276-4968
auth_4ab465d5,Robert Austin,0000-0002-0829-1235
auth_1e1dfb98,Hunter Velazquez,0000-0007-5345-8301
auth_f8d63502,Michael Solis,0000-0005-2604-9844
auth_9eb0840e,Jennifer Ross,0000-0001-1227-4683
auth_d71cd697,Robert Griffith,0000-0005-6598-5021
auth_0b6c1699,Carl Brown,0000-0008-0513-9813
auth_796978e0,Jessica Marsh,0000-0007-4978-2838
auth_a6e4e8cd,Mary Wilkins,0000-0002-3791-2238
auth_9b22a7a2,Michael Brown,0000-0009-1940-5348
auth_f4b11a39,Megan Warner,0000-0003-2849-0038
auth_e995b9ae,Jonathan Lopez,0000-0002-3021-4713
auth_6e0a2f07,Michelle Scott,0000-0009-4504-3915
auth_91de840e,Grace Diaz,0000-0004-0565-4669
auth_36e0cd72,Shawn Miller,0000-0002-0364-8859
auth_f1d7ab40,Steven Aguilar,0000-0000-5995-2567
auth_6164e162,Michele Garner,0000-0006-2456-1029
auth_fdc907a3,Madison Russo,0000-0007-7688-6503
auth_d20f7a06,Kelly Thompson,0000-0008-3273-6239
auth_d4625be2,Victoria Barron,0000-0000-3705-4860
auth_823f7ee4,Mr. Robert Long,0000-0003-9841-9066
auth_31dde2ea,Julia Lynch,0000-0009-8008-7688
auth_34463662,Elizabeth Johnson,0000-0003-7938-4985
auth_2d891140,Erica Walker,0000-0002-7797-8290
auth_f7a01f44,Carly Miller,0000-0007-0899-4927
auth_77b4838e,Lisa Mckinney,0000-0008-6623-9858
auth_c4622a0c,Cindy Moss,0000-0000-2969-9550
