paper_id,topic_id,relevance_score
paper_3a33d9cc3ac8,topic_e2fb3751,0.71
paper_3aa135d0f1f5,topic_9865d514,0.52
paper_3aa135d0f1f5,topic_e66f09ea,0.9
paper_3aa135d0f1f5,topic_fe2060f7,0.97
paper_3aa2f6aed370,topic_44d59249,0.99
paper_3aa2f6aed370,topic_477a3915,0.76
paper_3aa2f6aed370,topic_9d105a3f,0.96
paper_3aa2f6aed370,topic_e017ee06,0.63
paper_3aa91392e47e,topic_a8c7ffcf,0.7
paper_3b85b8de4b90,topic_54957382,0.67
paper_3c159ffb860e,topic_b4c90339,0.77
paper_3cc570ea7b49,topic_01affe6f,0.78
paper_3cc570ea7b49,topic_5ac6eec4,0.64
paper_3cc570ea7b49,topic_e7b51f0a,0.59
paper_3d597e9df338,topic_3299225f,0.57
paper_3d597e9df338,topic_44e7c637,0.85
paper_3d597e9df338,topic_75299d12,0.64
paper_3d71417bcac4,topic_3978aab7,0.68
paper_3d71417bcac4,topic_484e0c8a,0.8
paper_3d71417bcac4,topic_d5567bae,0.75
paper_3d817d6e82a0,topic_550c3314,0.9
paper_3dace84b4aa3,topic_0200fd0d,0.82
paper_3dace84b4aa3,topic_6f59f3e8,0.79
paper_3dace84b4aa3,topic_d05723b1,0.87
paper_3dace84b4aa3,topic_ef5a0181,0.99
paper_3db627d65312,topic_23b1d671,0.96
paper_3db627d65312,topic_28dec076,0.97
paper_3e178528f4db,topic_4d8d9090,0.78
paper_3e178528f4db,topic_e32b7a04,0.65
paper_3e178528f4db,topic_eae46aca,0.62
paper_3e178528f4db,topic_eeab01f1,0.97
paper_3ecc4b35939d,topic_2dc57aa9,0.74
paper_3ecc4b35939d,topic_a77d204c,0.53
paper_3ecc4b35939d,topic_e686e7a6,0.7
paper_3f034505c2a0,topic_20a19c4e,0.76
paper_3f034505c2a0,topic_d4f379fb,0.63
paper_3f120a084cf4,topic_4d8d9090,0.7
paper_3f120a084cf4,topic_fca57ff2,0.82
paper_3f29893f43a5,topic_1b328fca,0.77
paper_3f29893f43a5,topic_3299225f,0.67
paper_3fa8ee9a93f2,topic_23b1d671,0.98
paper_3fa8ee9a93f2,topic_37f5aedf,0.95
paper_3fc94711b8d7,topic_0041bfb5,0.68
paper_3fc94711b8d7,topic_cac8669d,0.59
paper_3fcb52f72854,topic_5f824f0b,0.91
paper_3fcb52f72854,topic_ae20dbf9,0.64
paper_401adbcd2e55,topic_1a9d3e45,0.53
paper_401adbcd2e55,topic_28dec076,0.74
paper_401adbcd2e55,topic_38c37719,0.62
paper_401adbcd2e55,topic_412bf266,0.93
paper_4024a4a039ca,topic_020ba773,0.74
paper_4024a4a039ca,topic_d4d3baf4,0.55
paper_4042fad3a0a4,topic_e634c73d,0.99
paper_406b3a663202,topic_2ca0190b,0.58
paper_40fed308a45f,topic_8571d95a,0.84
paper_40fed308a45f,topic_faa0ffc8,0.65
paper_41000e5a1f26,topic_4596432c,0.58
paper_41000e5a1f26,topic_502d622d,0.65
paper_41000e5a1f26,topic_907e29e8,0.95
paper_41000e5a1f26,topic_cac8669d,0.67
paper_4129e0aa65c2,topic_2ca0190b,0.92
paper_4129e0aa65c2,topic_3d58f873,0.59
paper_4129e0aa65c2,topic_6c80807c,0.6
paper_4129e0aa65c2,topic_73b6372e,0.69
paper_4194e30d1975,topic_8571d95a,0.73
paper_4194e30d1975,topic_a68029e6,0.55
paper_4194e30d1975,topic_abd890e3,0.54
paper_41e68288a035,topic_dff69202,0.65
paper_41e68288a035,topic_faa0ffc8,0.55
paper_421767b9f339,topic_28dec076,0.84
paper_421b460f267f,topic_5c11910e,0.87
paper_421c372b4ea0,topic_00ef787e,0.89
paper_421c372b4ea0,topic_11e980b2,0.79
paper_421c372b4ea0,topic_455fead9,0.51
paper_421c372b4ea0,topic_5f824f0b,0.78
paper_4252f6587121,topic_a68029e6,0.58
paper_4252f6587121,topic_b65c78aa,0.72
paper_42dbd7e133da,topic_3d58f873,0.72
paper_42dbd7e133da,topic_54957382,0.78
paper_42dbd7e133da,topic_8772e298,0.73
paper_42dbd7e133da,topic_fb0a7014,0.52
paper_42f50151e91e,topic_0efd8860,0.55
paper_42f50151e91e,topic_1a452e72,0.61
paper_42f50151e91e,topic_306dc4a6,0.67
paper_42f50151e91e,topic_4bc3b9f4,0.52
paper_43254d77185f,topic_0efd8860,0.53
paper_43254d77185f,topic_ddeeacd1,0.96
paper_432d37e0024b,topic_ae20dbf9,0.78
paper_4361b8efdaab,topic_3978aab7,0.5
paper_4361b8efdaab,topic_ce2d7244,0.76
paper_4361b8efdaab,topic_d8e586ea,0.79
paper_4380e88c86b9,topic_c85e7318,0.55
paper_44b75c7eed59,topic_2e2622ad,0.67
paper_44b75c7eed59,topic_cac8669d,0.78
paper_44b75c7eed59,topic_fe2060f7,0.63
paper_44ca8f5d3053,topic_1861fbdc,0.63
paper_44ca8f5d3053,topic_89d25bd6,0.81
paper_44ca8f5d3053,topic_d4d3baf4,0.86
paper_44ca8f5d3053,topic_ef5a0181,0.88
paper_44cbae90545f,topic_45570000,0.76
paper_44cbae90545f,topic_75299d12,0.68
paper_44cbae90545f,topic_b0d0d13c,0.55
paper_455bf65090b9,topic_6d110f72,0.65
paper_455bf65090b9,topic_8836d735,0.61
paper_455bf65090b9,topic_f87ca730,0.56
paper_4625bbbcd5e8,topic_b4c90339,0.68
paper_46638cc8742b,topic_412bf266,0.56
paper_46638cc8742b,topic_74f4f8c4,0.78
paper_46638cc8742b,topic_e7b51f0a,0.77
paper_46a8b8571f77,topic_4ba5595b,0.64
paper_46a8b8571f77,topic_7b4fc790,0.54
paper_46a8b8571f77,topic_eae46aca,0.88
paper_47341468552c,topic_783a3499,0.61
paper_47341468552c,topic_9927ff33,0.69
paper_48786788a0ac,topic_ced4b441,0.99
paper_48786788a0ac,topic_fca57ff2,0.77
paper_490a6af20a02,topic_48a6bdee,0.9
paper_490a6af20a02,topic_95936e2d,0.65
paper_490a6af20a02,topic_d38f3679,0.93
paper_491cb30225c2,topic_5ac6eec4,0.68
paper_491cb30225c2,topic_9b423f5f,0.75
paper_497f39823f37,topic_306dc4a6,0.95
paper_49c8daeb25c6,topic_c07ef1fd,0.75
paper_49c8daeb25c6,topic_f0d5c4ce,0.97
paper_49f4abe7b7b6,topic_31573f57,0.6
paper_49f4abe7b7b6,topic_65d5f1b6,0.51
paper_49f4abe7b7b6,topic_a6bd0db2,1.0
paper_49f4abe7b7b6,topic_d224d601,0.75
paper_4a12daac1e98,topic_2ca0190b,0.62
paper_4a12daac1e98,topic_4ba5595b,0.8
paper_4a12daac1e98,topic_7b4fc790,0.77
paper_4a12daac1e98,topic_d4f379fb,0.67
paper_4a211d940bf0,topic_484e0c8a,0.82
paper_4a2a8e4bff54,topic_eae46aca,0.74
paper_4a3a5389410e,topic_412bf266,0.94
paper_4a3a5389410e,topic_5f824f0b,0.63
paper_4a3a5389410e,topic_ae72d7af,0.51
paper_4a5039f1d2b7,topic_11e980b2,0.85
paper_4a5039f1d2b7,topic_77db0429,0.82
paper_4a5039f1d2b7,topic_89d25bd6,0.71
paper_4a8b0d293012,topic_54f10851,0.99
paper_4a8b0d293012,topic_a8c7ffcf,0.62
paper_4a8b0d293012,topic_ae72d7af,0.85
paper_4a8b0d293012,topic_d0460b01,0.59
paper_4aefb3a36734,topic_c07ef1fd,0.78
paper_4aefb3a36734,topic_e017ee06,0.58
paper_4b591a68f471,topic_d05723b1,0.6
paper_4b8dcaeb29cc,topic_907e29e8,0.73
paper_4b8dcaeb29cc,topic_94385656,0.94
paper_4b8dcaeb29cc,topic_ce2d7244,0.54
paper_4b8dcaeb29cc,topic_d4d3baf4,1.0
paper_4c3207933faf,topic_2dc57aa9,0.64
paper_4c3207933faf,topic_9927ff33,0.7
paper_4c3207933faf,topic_ae20dbf9,0.99
paper_4c3207933faf,topic_ccf01d43,0.95
paper_4c4cad8785d8,topic_9d105a3f,0.87
paper_4c4d49d0aa39,topic_4bc3b9f4,0.93
paper_4c4d49d0aa39,topic_cf5afc56,0.77
paper_4c4d49d0aa39,topic_f535d8b4,0.97
paper_4c81d040624e,topic_2e2622ad,0.89
paper_4c9f687043c6,topic_00ef787e,0.93
paper_4c9f687043c6,topic_94385656,0.72
paper_4c9f687043c6,topic_faa0ffc8,0.79
paper_4cbf4a6b207d,topic_135d472a,0.98
paper_4cbf4a6b207d,topic_5c11910e,0.68
paper_4ce7ec4509bb,topic_0200fd0d,0.73
paper_4ce7ec4509bb,topic_1a452e72,0.86
paper_4ce7ec4509bb,topic_477a3915,0.55
paper_4ce7ec4509bb,topic_e634c73d,0.66
paper_4cee74203e3b,topic_2e2622ad,1.0
paper_4cee74203e3b,topic_a51b4e52,0.91
paper_4d060cfa77c3,topic_1a9d3e45,0.73
paper_4d0fe8340663,topic_455fead9,0.65
paper_4d0fe8340663,topic_e634c73d,0.82
paper_4d0fe8340663,topic_faa0ffc8,0.69
paper_4d3653dbf5d2,topic_54957382,0.92
paper_4d3653dbf5d2,topic_8772e298,0.98
paper_4d3653dbf5d2,topic_a317dd5d,0.97
paper_4d3653dbf5d2,topic_e601842b,0.96
paper_4d4b6712c7c4,topic_5017e72e,0.57
paper_4d4b6712c7c4,topic_fb2803b3,0.89
paper_4d8ec55895fd,topic_20a19c4e,0.55
paper_4d8ec55895fd,topic_33ef3971,0.98
paper_4d8ec55895fd,topic_5f0c4df8,0.61
paper_4da51849b847,topic_74ca2122,0.82
paper_4da51849b847,topic_d0460b01,0.98
paper_4dc277451bf3,topic_3cec53b2,0.55
paper_4dc277451bf3,topic_986ec23f,0.96
paper_4dc277451bf3,topic_ef5a0181,0.55
paper_4e1a55e66acf,topic_28dec076,0.8
paper_4e1a55e66acf,topic_a51b4e52,0.68
paper_4e258d765324,topic_22a85afd,0.51
paper_4e258d765324,topic_3ac3c71d,0.62
paper_4e258d765324,topic_74ca2122,0.89
paper_4e258d765324,topic_b4c90339,0.83
paper_4e306625d32a,topic_2e2622ad,0.62
paper_4e93d738c4de,topic_455fead9,0.56
paper_4ec41723754c,topic_d224d601,0.62
paper_4ed6d06a3b6d,topic_e634c73d,0.81
paper_4ee1919ace68,topic_74ca2122,0.61
paper_4ee1919ace68,topic_df3261fe,0.84
paper_4ee1919ace68,topic_e32b7a04,0.96
paper_4ee1919ace68,topic_f87ca730,0.9
paper_4f1a4171b091,topic_eeab01f1,0.52
paper_505c4a938872,topic_5c11910e,0.58
paper_505c4a938872,topic_f535d8b4,0.55
paper_5062a3383ed1,topic_cb9b7b56,1.0
paper_5066128c4ec8,topic_9927ff33,0.74
paper_509738dec940,topic_2e2622ad,0.7
paper_509738dec940,topic_8571d95a,0.81
paper_509738dec940,topic_e601842b,0.71
paper_509c6b442122,topic_65d5f1b6,0.72
paper_509c6b442122,topic_ac4364e1,0.81
paper_509c6b442122,topic_f535d8b4,0.62
paper_50dadcaeaa29,topic_4ba5595b,0.84
paper_50dadcaeaa29,topic_5f0c4df8,0.67
paper_50dadcaeaa29,topic_ef5a0181,0.92
paper_5100398a2b0b,topic_9865d514,0.9
paper_511316627c55,topic_2f911a8b,0.74
paper_511316627c55,topic_89d25bd6,0.65
paper_511316627c55,topic_b98e8ef0,0.53
paper_522e985c8fa9,topic_943aada5,0.92
paper_522e985c8fa9,topic_e137d940,0.91
paper_522e985c8fa9,topic_fe2060f7,0.52
paper_528b35228eeb,topic_2e2622ad,0.96
paper_528b35228eeb,topic_5f43d0bb,0.94
paper_53be9e22444b,topic_89d25bd6,0.78
paper_53f0d01167a8,topic_a68029e6,0.66
paper_54090a8c44d8,topic_1861fbdc,0.87
paper_54090a8c44d8,topic_2e2622ad,0.8
paper_54090a8c44d8,topic_306dc4a6,0.87
paper_54090a8c44d8,topic_783a3499,0.53
paper_548de9199160,topic_0778bd90,0.64
paper_548de9199160,topic_33ef3971,0.83
paper_548de9199160,topic_943aada5,0.72
paper_548de9199160,topic_e7b51f0a,0.52
paper_551b7b82a7d5,topic_4ba5595b,0.56
paper_551b7b82a7d5,topic_cf5afc56,0.94
paper_553b5dffa1ad,topic_9927ff33,0.84
paper_554f00b3cda9,topic_412bf266,0.82
paper_554f00b3cda9,topic_93954ef3,1.0
paper_557831357050,topic_1a452e72,0.68
paper_557831357050,topic_39db9ad8,0.82
paper_557831357050,topic_ddeeacd1,0.73
paper_557831357050,topic_f4a369f0,0.9
paper_55b1b20d49db,topic_11e980b2,0.96
paper_55b1b20d49db,topic_2f911a8b,0.71
paper_55b1b20d49db,topic_e7b51f0a,0.79
paper_5660485e2fba,topic_5f824f0b,0.95
paper_567c90b9ec76,topic_8836d735,0.74
paper_56d41031ece0,topic_4d8d9090,0.67
paper_56d41031ece0,topic_783a3499,0.94
paper_57039bf49439,topic_ce2d7244,0.56
paper_5745ccdbcc96,topic_44d59249,0.93
paper_5745ccdbcc96,topic_6d110f72,1.0
paper_5745ccdbcc96,topic_943aada5,0.57
paper_5745ccdbcc96,topic_dff69202,0.85
paper_579ae3e664a3,topic_0200fd0d,0.63
paper_579ae3e664a3,topic_455fead9,0.59
paper_579ae3e664a3,topic_477a3915,0.69
paper_57d72eef4667,topic_0041bfb5,0.89
paper_57d72eef4667,topic_b65c78aa,0.62
paper_58512a79801c,topic_5f824f0b,0.96
paper_58512a79801c,topic_8772e298,0.96
paper_58512a79801c,topic_93954ef3,0.54
paper_585649845b53,topic_4ba5595b,0.59
paper_585649845b53,topic_502d622d,0.7
paper_5889492c04aa,topic_455fead9,0.76
paper_5889492c04aa,topic_d38f3679,0.57
paper_5889492c04aa,topic_faa0ffc8,0.83
paper_58c1e7784f84,topic_020ba773,0.59
paper_58c1e7784f84,topic_3978aab7,0.96
paper_58c1e7784f84,topic_6c80807c,0.85
paper_58c1e7784f84,topic_a317dd5d,0.92
paper_5908761f39c1,topic_73b6372e,0.88
paper_5908761f39c1,topic_daf3012e,0.97
paper_5a0571a0a437,topic_943aada5,0.58
paper_5a0571a0a437,topic_ccf01d43,0.66
paper_5a0571a0a437,topic_d224d601,0.61
paper_5a0571a0a437,topic_eeab01f1,0.69
paper_5a5721a5a87d,topic_3299225f,0.77
paper_5a5721a5a87d,topic_5ac6eec4,0.56
paper_5a5721a5a87d,topic_f4a369f0,0.87
paper_5a7744566c71,topic_4bc3b9f4,0.96
paper_5a7744566c71,topic_d5567bae,0.87
paper_5adff1abf7f1,topic_38c37719,0.54
paper_5b8ead2ac3b0,topic_216fef51,0.97
paper_5b8ead2ac3b0,topic_5f43d0bb,0.9
paper_5b8ead2ac3b0,topic_6103c4e7,0.86
paper_5baf7399e220,topic_3978aab7,0.72
paper_5baf7399e220,topic_5f0c4df8,0.84
paper_5c3241b31d1a,topic_65d5f1b6,0.91
paper_5c3241b31d1a,topic_d8e586ea,0.89
paper_5c517d972408,topic_22a85afd,0.6
paper_5c517d972408,topic_986ec23f,0.51
paper_5c517d972408,topic_e7b51f0a,0.78
paper_5d3329aba9e4,topic_77db0429,0.63
paper_5d3329aba9e4,topic_a317dd5d,0.73
paper_5d3329aba9e4,topic_c85e7318,0.66
paper_5d6db7cce9ee,topic_74f4f8c4,0.57
paper_5d6db7cce9ee,topic_a6bd0db2,0.85
paper_5d6db7cce9ee,topic_cf5afc56,0.98
paper_5d9496484972,topic_a6112dc2,0.78
paper_5d9496484972,topic_e66f09ea,0.6
paper_5dfd9722704a,topic_5f824f0b,0.69
paper_5dfd9722704a,topic_b65c78aa,0.83
paper_5dfd9722704a,topic_e686e7a6,0.98
paper_5dfd9722704a,topic_eae46aca,0.84
paper_5dff8f650267,topic_11e980b2,0.98
paper_5dff8f650267,topic_2e2622ad,0.7
paper_5dff8f650267,topic_ddeeacd1,0.81
paper_5dff8f650267,topic_e017ee06,0.71
paper_5e06eb38312e,topic_3d58f873,0.56
paper_5e06eb38312e,topic_9d105a3f,0.59
paper_5e06eb38312e,topic_d02a2864,0.77
paper_5e3ec51ec8f7,topic_31573f57,0.89
paper_5e3ec51ec8f7,topic_6d110f72,0.56
paper_5e3ec51ec8f7,topic_fca57ff2,0.82
paper_5e3ec51ec8f7,topic_fe2060f7,0.94
paper_5e78b0107ab4,topic_7b4fc790,0.64
paper_5e78b0107ab4,topic_a68029e6,0.56
paper_5e78b0107ab4,topic_a8c7ffcf,0.56
paper_5e7b8d4b78cd,topic_020ba773,0.58
paper_5e7b8d4b78cd,topic_21482971,0.56
paper_5e7b8d4b78cd,topic_44e7c637,0.84
paper_5e7b8d4b78cd,topic_93954ef3,0.83
paper_5e9757d1aef3,topic_e32b7a04,0.99
paper_5ecaa78f556f,topic_44e7c637,0.92
paper_5f62cdfe9bd7,topic_0041bfb5,0.83
paper_5f62cdfe9bd7,topic_c1cfb10c,0.55
paper_5f62cdfe9bd7,topic_e66f09ea,0.66
paper_5fd0ae62b6d4,topic_11e980b2,0.98
paper_5fd0ae62b6d4,topic_4596432c,0.81
paper_5fd0ae62b6d4,topic_5f0c4df8,0.78
paper_5fd0ae62b6d4,topic_f4a369f0,0.91
paper_600ae28c2074,topic_23b1d671,0.61
paper_600ae28c2074,topic_d0460b01,0.58
paper_600ae28c2074,topic_e601842b,0.56
paper_6012ba46a568,topic_484e0c8a,0.81
paper_6012ba46a568,topic_b65c78aa,0.75
paper_6070649698a9,topic_a68029e6,0.83
paper_6070649698a9,topic_d5567bae,0.92
paper_607c7d4524ac,topic_93954ef3,0.82
paper_6080054769a0,topic_44e7c637,0.68
paper_6080054769a0,topic_6c80807c,0.77
paper_6080054769a0,topic_d224d601,0.63
paper_60900856277f,topic_54f10851,1.0
paper_60900856277f,topic_94385656,0.96
paper_60900856277f,topic_eae46aca,0.64
paper_60bc4ab5e2ca,topic_9865d514,0.79
paper_60bc4ab5e2ca,topic_dff69202,0.6
paper_60edf76f5f4b,topic_907e29e8,0.56
paper_60edf76f5f4b,topic_d5567bae,0.78
paper_60f93e4ef7a8,topic_8772e298,0.77
paper_60f93e4ef7a8,topic_ae72d7af,0.59
paper_60f93e4ef7a8,topic_cb9b7b56,0.85
paper_613cc26a7f90,topic_2ca0190b,0.71
paper_613cc26a7f90,topic_38c37719,0.87
paper_613cc26a7f90,topic_44d59249,0.6
paper_613cc26a7f90,topic_5ac6eec4,0.84
paper_61c1be70fd83,topic_8e2c7bf4,0.73
paper_61c1be70fd83,topic_d5567bae,0.52
paper_61c1be70fd83,topic_e017ee06,0.82
paper_61c1be70fd83,topic_eae46aca,0.85
paper_6286f0c7a2c5,topic_b0d0d13c,0.95
paper_630e846e8cc4,topic_157f2298,0.8
paper_630e846e8cc4,topic_477a3915,0.82
paper_630e846e8cc4,topic_74ca2122,0.71
paper_632279fd9079,topic_31573f57,0.78
paper_632279fd9079,topic_b0d0d13c,0.93
paper_632a40cb05ec,topic_502d622d,0.53
paper_632a40cb05ec,topic_986ec23f,0.6
paper_634cdc1f65a8,topic_0efd8860,0.99
paper_634cdc1f65a8,topic_5ac6eec4,0.72
paper_634cdc1f65a8,topic_d38f3679,0.59
paper_634cdc1f65a8,topic_f4a369f0,0.51
paper_64171980d008,topic_abd890e3,0.92
paper_64171980d008,topic_b98e8ef0,0.81
paper_64171980d008,topic_e686e7a6,0.8
paper_641ca8af32a9,topic_0778bd90,0.59
paper_641ca8af32a9,topic_38c37719,0.75
paper_641ca8af32a9,topic_907e29e8,0.96
paper_641ca8af32a9,topic_d05723b1,0.56
paper_643646eac68a,topic_3d58f873,0.63
paper_643646eac68a,topic_4596432c,0.69
paper_6441b2e65c40,topic_5ac6eec4,0.53
paper_6441b2e65c40,topic_6d110f72,0.95
paper_6441b2e65c40,topic_ced4b441,0.51
paper_645b7ec49fb1,topic_00ef787e,0.76
paper_645b7ec49fb1,topic_89d25bd6,0.93
paper_64cf0a327a18,topic_1b328fca,0.71
paper_64cf0a327a18,topic_4ba5595b,0.98
paper_6573b3d3ff31,topic_3978aab7,0.78
paper_6573b3d3ff31,topic_8d1a0354,0.6
paper_6573b3d3ff31,topic_ce2d7244,0.52
paper_6573b3d3ff31,topic_d0460b01,0.54
paper_65a50cf20028,topic_d02a2864,0.79
paper_65bd2972892d,topic_22a85afd,0.81
paper_65bd2972892d,topic_a77d204c,0.56
paper_65bd2972892d,topic_ce2d7244,0.87
paper_65bd2972892d,topic_e7b51f0a,0.78
paper_65f6564d462b,topic_4d8d9090,0.6
paper_65f6564d462b,topic_9865d514,0.6
paper_660eb6c77ded,topic_23b1d671,0.52
paper_66167d8466de,topic_241cebae,0.57
paper_66167d8466de,topic_477a3915,0.51
paper_66167d8466de,topic_b0d0d13c,0.82
paper_66167d8466de,topic_e686e7a6,0.85
paper_666cbdc3fa63,topic_22a85afd,0.62
paper_67392863726d,topic_39db9ad8,0.65
paper_67392863726d,topic_a68029e6,0.85
paper_67392863726d,topic_d02a2864,0.83
paper_6750c40316fa,topic_e634c73d,0.76
paper_675fe154e9ed,topic_54f10851,0.52
paper_675fe154e9ed,topic_ced4b441,0.58
paper_675fe154e9ed,topic_cf5afc56,0.91
paper_686042e10af4,topic_28dec076,0.92
paper_686042e10af4,topic_4bc3b9f4,0.63
paper_686042e10af4,topic_7b4fc790,0.71
paper_686042e10af4,topic_95936e2d,0.6
paper_68850515a684,topic_48a6bdee,0.97
paper_68ac2c6b08e2,topic_455fead9,0.57
paper_68ac2c6b08e2,topic_943aada5,0.9
paper_68ac2c6b08e2,topic_9865d514,0.84
paper_68b0cb4aef28,topic_157f2298,0.91
paper_68b0cb4aef28,topic_1b328fca,0.92
paper_68b0cb4aef28,topic_455fead9,0.68
paper_68b0cb4aef28,topic_5f43d0bb,0.87
paper_68c5d93a300c,topic_44e7c637,0.91
paper_68c5d93a300c,topic_8d1a0354,0.53
paper_68c5d93a300c,topic_a8c7ffcf,0.52
paper_68e3c8fff0d8,topic_a6112dc2,0.7
paper_68e3c8fff0d8,topic_daf3012e,0.83
paper_6925df8c77ed,topic_135d472a,0.63
paper_6925df8c77ed,topic_3978aab7,0.89
paper_6925df8c77ed,topic_ac4364e1,0.85
paper_692b70238e67,topic_3d58f873,0.86
paper_692b70238e67,topic_e601842b,0.52
paper_692b70238e67,topic_e7b51f0a,0.96
paper_69d4d9e4a0f9,topic_241cebae,0.52
paper_69d4d9e4a0f9,topic_3d58f873,0.61
paper_69d4d9e4a0f9,topic_412bf266,0.81
paper_69d4d9e4a0f9,topic_e601842b,0.81
paper_6a3ad1136f55,topic_b4c90339,0.87
paper_6a3ad1136f55,topic_ef5a0181,0.63
paper_6a840c729807,topic_38c37719,0.85
paper_6a840c729807,topic_4cf3e2ba,0.63
paper_6a840c729807,topic_7b4fc790,0.84
paper_6a840c729807,topic_e634c73d,0.54
paper_6b09525cde1f,topic_cac8669d,0.59
paper_6b09525cde1f,topic_d77ec994,0.6
paper_6b09525cde1f,topic_eeab01f1,0.82
paper_6b7e67b4ef1d,topic_94385656,0.56
paper_6b7e67b4ef1d,topic_ce2d7244,0.8
paper_6b936c3560a6,topic_01affe6f,0.57
paper_6b936c3560a6,topic_8571d95a,0.83
paper_6b936c3560a6,topic_b0d0d13c,0.77
paper_6b936c3560a6,topic_b4c90339,0.74
paper_6bec1ad7fd64,topic_45570000,0.99
paper_6bec1ad7fd64,topic_477a3915,0.95
paper_6c3295f7364a,topic_0efd8860,0.72
paper_6c3295f7364a,topic_44d59249,0.66
paper_6c3295f7364a,topic_a51b4e52,0.86
paper_6c3295f7364a,topic_a8c7ffcf,0.63
paper_6c6a49ac1d4a,topic_a317dd5d,0.62
paper_6c7630fbc837,topic_1b328fca,0.58
paper_6c7630fbc837,topic_df3261fe,0.66
paper_6d4d3c953ee1,topic_3ac3c71d,0.58
paper_6d4d3c953ee1,topic_6f59f3e8,0.89
paper_6d5d47a7c5e0,topic_74ca2122,0.96
paper_6d5d47a7c5e0,topic_89d25bd6,0.56
paper_6d5d47a7c5e0,topic_d8e586ea,0.96
paper_6d6634d6e4c0,topic_cf5afc56,0.51
paper_6d6634d6e4c0,topic_e137d940,0.57
paper_6dcbd0823798,topic_21482971,0.85
paper_6dcbd0823798,topic_852b90ee,0.9
paper_6e135e950794,topic_8d1a0354,0.83
paper_6e135e950794,topic_986ec23f,0.68
paper_6e135e950794,topic_fb2803b3,0.6
paper_6e13eaedf892,topic_412bf266,0.59
paper_6e13eaedf892,topic_502d622d,0.95
paper_6e13eaedf892,topic_d5567bae,0.63
paper_6e3f2ef9ab2f,topic_907e29e8,0.98
paper_6e3f2ef9ab2f,topic_e137d940,0.61
paper_6ed69ae93b00,topic_0041bfb5,0.93
paper_6ed69ae93b00,topic_ac4364e1,0.92
paper_6f39b1cf10f3,topic_0041bfb5,0.53
paper_6f39b1cf10f3,topic_73b6372e,0.79
paper_6f39b1cf10f3,topic_d02a2864,0.84
paper_6faa24580952,topic_df3261fe,0.53
paper_7056cb6eb474,topic_1861fbdc,0.9
paper_7056cb6eb474,topic_5017e72e,0.79
paper_7056cb6eb474,topic_ce2d7244,0.82
paper_706393e50f9b,topic_cac8669d,0.9
paper_706393e50f9b,topic_d4f379fb,0.64
paper_706521c8203f,topic_e7b51f0a,0.89
paper_70ad9dd2bb51,topic_216fef51,0.77
paper_70ad9dd2bb51,topic_455fead9,0.93
paper_714c1508443e,topic_0041bfb5,1.0
paper_714c1508443e,topic_11e980b2,0.94
paper_714c1508443e,topic_5f43d0bb,0.51
paper_715add7b3ef9,topic_1861fbdc,0.52
paper_715add7b3ef9,topic_48a6bdee,0.95
paper_715add7b3ef9,topic_89d25bd6,0.78
paper_715add7b3ef9,topic_cac8669d,0.62
paper_71aba0d037ea,topic_20a19c4e,0.96
paper_71aba0d037ea,topic_5f43d0bb,0.89
paper_71aba0d037ea,topic_a77d204c,0.59
paper_71aba0d037ea,topic_daf3012e,0.79
paper_71b96b2f5b38,topic_d5567bae,0.75
paper_71e9b529d05f,topic_1a9d3e45,0.53
paper_720190a45e69,topic_020ba773,0.84
paper_720190a45e69,topic_1a9d3e45,0.92
paper_720190a45e69,topic_31573f57,0.52
paper_720190a45e69,topic_6d110f72,0.85
paper_729f1756b076,topic_986ec23f,0.92
paper_729f1756b076,topic_9b423f5f,0.56
paper_72a776992d0b,topic_8d1a0354,0.83
paper_7302b17b34ee,topic_1a452e72,0.82
paper_7302b17b34ee,topic_65d5f1b6,0.53
paper_7302b17b34ee,topic_9865d514,0.83
paper_7302b17b34ee,topic_d8e586ea,0.73
paper_737e1a545d99,topic_a68029e6,0.95
paper_737e1a545d99,topic_f0d5c4ce,0.67
paper_73aa2a4489ab,topic_157f2298,0.79
paper_73aa2a4489ab,topic_44d59249,0.51
paper_73aa2a4489ab,topic_d4d3baf4,0.7
paper_73c30762d498,topic_eeab01f1,0.63
paper_73f1f51f03c1,topic_4bc3b9f4,0.69
paper_7400a919ede3,topic_ae20dbf9,0.66
paper_740c1098cca4,topic_943aada5,0.78
paper_740c1098cca4,topic_ccf01d43,0.52
paper_740c1098cca4,topic_e7b51f0a,0.84
paper_744b3e6a0bef,topic_df3261fe,0.8
paper_744b3e6a0bef,topic_e32b7a04,0.74
paper_74594b6605fd,topic_3299225f,0.59
paper_74594b6605fd,topic_5ac6eec4,0.79
paper_74594b6605fd,topic_a68029e6,0.79
paper_74594b6605fd,topic_c1cfb10c,0.75
paper_74c8aac01a2d,topic_54f10851,0.55
paper_74c8aac01a2d,topic_5f824f0b,0.94
paper_74c8aac01a2d,topic_9b423f5f,0.74
paper_75b53aff8f1d,topic_2e2622ad,0.98
paper_75d5a9748554,topic_23b1d671,0.63
paper_75d5a9748554,topic_6f59f3e8,0.55
paper_75d5a9748554,topic_ae72d7af,0.78
paper_75d5a9748554,topic_cb9b7b56,0.9
paper_761e240b1848,topic_8d1a0354,0.77
paper_767427cbc674,topic_0200fd0d,0.88
paper_767427cbc674,topic_9927ff33,0.61
